Adverse.events,Death.1,Death.2,Death.3,Death.4,GP.1,GP.2,GP.3,GP.4,Hospital.1,Hospital.2,Hospital.3,Hospital.4,Infected.1,Infected.2,Infected.3,Infected.4,Mild.Compl.1,Mild.Compl.2,Mild.Compl.3,Mild.Compl.4,Pneumonia.1,Pneumonia.2,Pneumonia.3,Pneumonia.4,Repeat.GP.1,Repeat.GP.2,Repeat.GP.3,Repeat.GP.4,Trt.1,Trt.2,Trt.3,Trt.4,Trt.5,Trt.6,Trt.7,Trt.8,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,delta,deviance,eta,gamma.1,gamma.2,lambda,n.1,n.2,n.3,n.4,omega.1,omega.2,omega.3,omega.4,omega.5,omega.6,omega.7,phi,pi.1,pi.2,pi.3,pi.4,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,rho.1,rho.2,xi
1034,1,0,0,0,2074,1542,0,207,1,0,0,0,7667,5595,0,722,848,611,0,88,33,19,0,3,815,592,0,85,915,706,646,495,0,0,87,71,0.076601066,0.271262663,0.390436308,0.014366598,0.000424509,0.000809484,0.037093514,13,2.352796766,0.898842153,0.421701048,0.806237151,1.737606137,1.00E+05,0,72641,27359,2.881970269,0,0,7.391016923,5.415491694,19.34044673,1.339472974,0.273112588,0.076601066,0.076601066,0.024570772,0.024570772,22.11664823,2095.2138,8.351794325,10.15926046,38.03235268,3.128358443,1.762280158,0.801622473,0,0.679237204,0.951722141
2704,1,1,0,0,2319,1395,0,378,0,0,0,0,5617,3191,0,875,904,569,0,153,26,15,0,1,878,554,0,152,1006,727,587,479,0,0,153,126,0.055724145,0.425214782,0.387231509,0.009789658,0.000309147,0.000601499,0.064609485,7,-0.058969224,0.907310583,0.420815701,0.814613689,3.389112073,1.00E+05,0,57995,42005,3.847081027,0,0,6.971318308,3.996144882,21.69465992,0.548006579,0.420056719,0.055724145,0.055724145,0.020224946,0.020224946,13.71342156,3057.332478,8.338202798,7.051135938,52.90017844,2.928985227,1.485212721,0.719186184,0,0.637052385,0.947559724
2574,0,0,0,0,1234,845,0,138,1,2,0,0,4985,3249,0,529,552,374,0,55,22,11,0,2,530,363,0,53,500,436,338,295,0,0,49,41,0.049822655,0.2509438,0.415263601,0.014970483,0.000281877,0.000898371,0.072502097,5,0.689348239,0.905671189,0.418626401,0.810573586,2.096709669,1.00E+05,0,64937,35063,3.207730032,0,0,9.504011371,5.332697138,11.53121694,0.772297723,0.349525004,0.049822655,0.049822655,0.014790188,0.014790188,22.2968335,1579.371362,6.603510104,11.57574577,30.7048089,3.533087855,1.340432807,0.679376249,0,0.703143326,0.948476493
2743,5,0,0,0,1948,935,0,357,1,1,0,0,6858,3195,0,1249,814,428,0,152,51,28,0,12,763,400,0,140,776,672,402,345,0,0,153,124,0.067918191,0.288656749,0.401074132,0.024577463,0.000496971,0.001184234,0.051796289,4,-1.032693105,0.904628936,0.420994321,0.806219739,4.088021883,1.00E+05,0,48123,51877,6.910801794,0,0,5.33838949,6.374142094,11.36920327,0.28344543,0.518212895,0.067918191,0.067918191,0.024432095,0.024432095,14.09548857,2638.330793,7.56605855,12.09634175,53.46373531,4.352422343,1.729320246,0.888288787,0,0.640271708,0.948511408
5142,0,1,0,0,2049,1120,0,209,0,0,0,0,6565,3569,0,691,871,479,0,88,34,23,0,5,837,456,0,83,887,708,446,386,0,0,89,80,0.065106471,0.304690057,0.393748907,0.018846296,0.000280353,0.000388181,0.114644309,9,1.442394119,0.900988499,0.423394881,0.820693971,3.200630504,1.00E+05,0,55070,44930,4.208058008,0,0,5.607280418,5.934453022,8.116662964,0.552345905,0.452089303,0.065106471,0.065106471,0.016576055,0.016576055,15.23600483,4113.025405,8.520934559,6.435085881,48.43334975,5.3885976,1.476887241,0.727906149,0,0.745400812,0.941903278
5929,2,1,0,0,1499,570,0,328,0,0,0,1,6698,2520,0,1521,621,241,0,123,27,12,0,4,594,229,0,119,630,505,234,199,0,0,136,101,0.066937404,0.217339752,0.402661658,0.014883379,0.000443891,0.000898145,0.091875318,12,-1.66477381,0.900310446,0.419812222,0.813019105,2.218815479,1.00E+05,0,35473,64527,3.766218079,0,0,5.345803745,5.717672028,11.75439642,0.48192587,0.64480565,0.066937404,0.066937404,0.022818793,0.022818793,21.49674151,3124.690527,6.184644055,6.952239519,36.82851616,4.380326634,2.346302389,0.985072727,0,0.65910251,0.952858367
4441,0,2,0,0,2875,1652,0,350,0,0,0,0,7814,4490,0,977,1175,697,0,149,26,12,0,2,1149,685,0,147,1231,944,712,585,0,0,147,122,0.078725136,0.372649805,0.404687223,0.009155938,0.000232268,0.000697126,0.098948856,12,-0.40719614,0.887888775,0.422269715,0.815050666,2.791667291,1.00E+05,0,55433,44567,5.377830112,0,0,5.45452495,5.799963364,27.97764848,0.75554248,0.444512737,0.078725136,0.078725136,0.020882479,0.020882479,20.20792839,4601.997315,6.117675282,11.83347629,39.01964156,4.510702318,1.453529163,0.685889049,0,0.734741918,0.94427436
5492,1,0,0,0,735,425,0,83,0,0,0,0,3718,2320,0,377,298,170,0,31,13,6,0,0,285,164,0,31,286,240,169,135,0,0,37,25,0.038045102,0.194138494,0.384233189,0.012123169,0.000442402,0.000568126,0.141300636,8,1.606291783,0.901101685,0.42052685,0.810263122,2.510748593,1.00E+05,0,61077,38923,5.449327734,0,0,5.516926133,4.909994714,15.05194675,0.367733815,0.389621514,0.038045102,0.038045102,0.009641477,0.009641477,29.75825127,3330.768666,6.339962177,7.378245765,55.65675313,4.408480098,1.418137587,0.824473384,0,0.746577715,0.95474067
1887,0,2,0,0,2357,1392,0,332,0,0,0,0,8251,4872,0,1098,984,620,0,137,51,27,0,8,933,593,0,129,996,831,569,505,0,0,144,117,0.083548953,0.285798668,0.397825693,0.019093267,0.000387602,0.000549933,0.047057387,9,-0.336466555,0.900248859,0.420715187,0.810293431,2.191715244,1.00E+05,0,59225,40775,3.796018964,0,0,5.552052493,7.470799566,10.99165583,0.446321644,0.409100991,0.083548953,0.083548953,0.027943781,0.027943781,13.44268641,2087.598275,9.833610017,11.10899467,51.05391814,3.250113011,1.565288759,0.618660429,0,0.665540018,0.943461982
7706,1,0,0,0,1738,835,0,329,1,0,0,0,6829,3181,0,1336,735,348,0,146,30,21,0,9,705,327,0,137,707,580,348,285,0,0,142,123,0.068008057,0.249384498,0.40723877,0.019543725,0.000217135,0.000620308,0.145872988,5,0.074144857,0.894152769,0.420735616,0.811538144,3.301663196,1.00E+05,0,46647,53353,4.460607894,0,0,5.010927369,7.355026657,14.23114836,0.50583505,0.534803851,0.068008057,0.068008057,0.024639357,0.024639357,17.84250406,2861.429793,4.919079435,10.21126368,38.28909697,3.171061654,1.292956198,0.673789356,0,0.637699447,0.939373715
5510,1,0,0,0,2272,981,0,434,3,1,0,0,7256,3140,0,1434,893,404,0,171,23,7,0,4,870,397,0,167,922,724,430,338,0,0,187,145,0.073656676,0.31089472,0.396117099,0.011584542,0.000484914,0.000305133,0.096625649,9,0.364100715,0.899844556,0.419987182,0.814939597,2.401380903,1.00E+05,0,42623,57377,1.612615696,0,0,6.484932363,7.1966176,9.684502526,0.513967758,0.573674959,0.073656676,0.073656676,0.025035725,0.025035725,33.76370914,2410.855824,11.91576348,12.54805865,30.74128568,2.264987206,2.259142352,0.874784045,0,0.660102428,0.949677146
3665,0,2,0,0,2258,1003,0,401,1,0,0,0,8187,3678,0,1537,945,402,0,181,35,19,0,6,910,383,0,175,908,774,422,322,0,0,158,146,0.08229052,0.272639383,0.395195899,0.013110685,0.000613197,0.000760429,0.065199338,7,-2.302326343,0.895811483,0.421066018,0.819492953,2.043705823,1.00E+05,0,44258,55742,3.872051368,0,0,5.375768522,5.686740292,20.46880393,0.47004709,0.559934916,0.08229052,0.08229052,0.027351784,0.027351784,15.60074241,2693.709165,9.871369338,7.681144329,115.0897986,5.583705571,2.402882602,0.960255845,0,0.667619262,0.94522958
5502,1,0,0,0,1150,659,0,140,0,0,0,0,5167,3112,0,532,484,282,0,57,12,8,0,0,472,274,0,57,492,382,289,221,0,0,57,49,0.051824649,0.222604433,0.406733523,0.010722868,0.000342922,0.000489385,0.139809758,10,0.364539317,0.897351141,0.418652989,0.81002607,3.378257955,1.00E+05,0,61300,38700,2.159019415,0,0,6.554111582,4.02579486,14.8705724,0.415991178,0.387485152,0.051824649,0.051824649,0.013243673,0.013243673,16.61616464,2158.004504,6.192721547,10.57958918,56.19060084,4.103644912,1.942581984,0.677712149,0,0.744452246,0.95066287
5062,4,2,0,1,2114,1062,0,199,2,0,0,0,7194,3745,0,687,865,433,0,73,39,8,0,4,826,425,0,69,883,709,473,359,0,0,81,63,0.070988511,0.295134059,0.394849191,0.017662368,0.00026616,0.000982698,0.104208621,9,0.899646731,0.903517365,0.419296469,0.824678499,1.441385882,1.00E+05,0,51997,48003,5.981621169,0,0,7.406466255,6.870295271,11.01937221,0.942809994,0.481333951,0.070988511,0.070988511,0.015015259,0.015015259,26.68929597,2892.270085,7.623789332,7.065937593,35.87421452,3.071650939,1.711891514,0.604483247,0,0.788483246,0.945291718
1433,2,0,0,0,1385,574,0,272,0,1,0,0,4816,2152,0,1038,589,238,0,121,27,10,0,6,562,228,0,115,574,486,211,188,0,0,118,99,0.049518833,0.271734024,0.400932133,0.019123213,0.000567791,0.00057805,0.02528091,7,0.161165794,0.904807901,0.418153955,0.810449038,5.531928816,1.00E+05,0,43218,56782,4.142393768,0,0,5.929228454,6.772127127,17.27639709,0.697480837,0.569689436,0.049518833,0.049518833,0.018119785,0.018119785,19.06160911,2728.645693,8.778303765,9.255700062,58.39587593,2.480855849,2.128280333,0.648555938,0,0.634082969,0.957592212
2642,0,1,0,0,2336,1091,0,320,2,0,0,0,6660,3110,0,893,955,446,0,123,26,9,0,1,929,437,0,122,957,790,449,363,0,0,135,105,0.067176518,0.356133349,0.389035554,0.009901465,0.000382559,0.000832195,0.048484914,8,-1.082236337,0.899374662,0.418200663,0.811212787,2.052732993,1.00E+05,0,45344,54656,5.180055395,0,0,4.637566775,5.32430267,17.29354381,0.737852997,0.546693738,0.067176518,0.067176518,0.017390782,0.017390782,19.34586995,2043.395516,8.161415047,11.97447732,56.66792112,4.027894714,2.012608291,0.668269121,0,0.741118145,0.935994678
4448,2,2,0,2,1621,991,0,226,0,0,0,0,6204,3735,0,843,641,425,0,100,16,12,0,2,625,413,0,98,687,522,430,349,0,0,88,79,0.061141038,0.261572884,0.401651418,0.012676139,0.000417597,0.000617641,0.112283162,7,-1.335350772,0.903408989,0.419670336,0.818921647,1.894988786,1.00E+05,0,60787,39213,4.745394022,0,0,4.965617326,12.7270106,13.1135416,0.57376879,0.392028725,0.061141038,0.061141038,0.020202692,0.020202692,16.98538593,3288.044434,6.42825479,8.52200453,35.94725787,5.495514692,1.011999229,0.576893324,0,0.669572312,0.947156793
6361,2,0,0,1,1659,818,0,224,2,0,0,0,6688,3542,0,887,728,366,0,93,33,10,0,6,695,356,0,87,687,584,344,297,0,0,101,79,0.065814934,0.249406174,0.403839926,0.018618488,0.000359561,0.000701897,0.137976909,6,-0.275562698,0.904682912,0.418432185,0.80801536,3.661395439,1.00E+05,0,53981,46019,3.448159663,0,0,5.250810294,4.23968318,14.82488044,0.517850038,0.461334766,0.065814934,0.065814934,0.01890054,0.01890054,20.83641077,2289.270589,6.26131562,9.74135191,40.58323654,6.472643553,1.945722057,0.771398494,0,0.712822934,0.951977281
2133,0,1,0,0,1860,1377,0,153,4,0,0,0,8668,6225,0,749,772,552,0,72,15,11,0,0,757,541,0,72,790,641,556,437,0,0,57,63,0.085976758,0.214841754,0.401108894,0.009477356,0.000382879,0.000454075,0.079230051,6,-2.306687244,0.899215024,0.420737148,0.811554261,2.572864834,1.00E+05,0,71894,28106,3.839334764,0,0,6.059561681,4.167658742,18.22180399,0.694663538,0.281811752,0.085976758,0.085976758,0.02747602,0.02747602,15.33812621,1766.835954,7.296440614,12.33529951,32.13572833,5.030728929,1.556241255,0.824023554,0,0.680425026,0.94463353
1149,1,0,0,0,2132,1578,0,178,1,1,0,0,8552,6228,0,662,845,666,0,69,34,28,0,2,811,638,0,67,894,697,649,550,0,0,69,58,0.085082384,0.250190887,0.395393979,0.014715026,0.000389454,0.000852082,0.042354495,8,1.394612652,0.892015289,0.419855993,0.811287682,4.63366382,1.00E+05,0,74630,25370,10.65986344,0,0,8.113557636,5.97068246,18.99674204,0.50814009,0.254297539,0.085082384,0.085082384,0.02644404,0.02644404,13.04741428,2898.716377,7.542412685,9.679235635,42.06630282,6.056322039,1.550477542,0.678178356,0,0.68919489,0.948620651
8809,1,1,0,0,1795,566,0,399,0,0,0,0,7352,2495,0,1592,737,220,0,159,18,4,0,8,719,216,0,151,744,606,249,182,0,0,173,128,0.074763846,0.23946637,0.412796165,0.013815703,0.000621474,0.000492858,0.133548776,8,0.523431982,0.907374049,0.421702328,0.811820517,3.18675768,1.00E+05,0,33978,66022,3.124351727,0,0,6.154921824,4.589258123,12.67493844,0.371382802,0.661085691,0.074763846,0.074763846,0.023204931,0.023204931,21.38540981,3176.430412,8.450821486,11.25731172,49.54982289,2.971178382,1.231962941,0.700915616,0,0.689623631,0.944921819
2315,1,2,0,2,2522,864,0,483,0,0,0,0,10508,3743,0,2014,1001,347,0,211,31,13,0,5,970,334,0,206,1073,828,347,284,0,0,195,173,0.103564741,0.235896676,0.391511357,0.014551045,0.000352124,0.000446383,0.036710569,5,0.532963579,0.901938321,0.420018179,0.814004558,7.212773116,1.00E+05,0,36709,63291,4.297498008,0,0,9.051511192,4.870424054,15.93828483,0.371832045,0.635158483,0.103564741,0.103564741,0.032182678,0.032182678,13.30387288,2094.129001,8.309838932,7.493629554,48.30822432,3.21767978,1.456308451,1.200807107,0,0.689250632,0.948523229
1954,3,2,0,0,2972,1958,0,427,3,1,0,0,9033,5883,0,1291,1273,800,0,175,36,26,0,6,1237,774,0,169,1283,1013,858,627,0,0,178,140,0.090010364,0.331747084,0.400130038,0.010980137,0.000329654,0.000587879,0.057061394,5,-1.273532258,0.905830649,0.419373664,0.806323663,4.063807595,1.00E+05,0,64758,35242,3.762787325,0,0,5.617986984,3.870995753,12.62918099,0.623748908,0.353270619,0.090010364,0.090010364,0.0359224,0.0359224,14.52265968,2549.181513,9.126557335,13.92048838,51.72889755,3.740916527,1.647940104,0.717282211,0,0.600908183,0.950445315
4248,0,0,0,0,2011,1287,0,167,0,0,0,0,6697,4157,0,560,848,547,0,74,25,21,0,3,823,526,0,71,807,698,527,447,0,0,70,62,0.066478195,0.302347453,0.411781077,0.015037312,0.000226463,0.000535622,0.114814259,11,1.925608379,0.905774211,0.419952171,0.820214808,4.774938693,1.00E+05,0,63482,36518,7.659871309,0,0,7.584360288,6.557678096,10.94653701,0.512383926,0.364920534,0.066478195,0.066478195,0.015145956,0.015145956,21.63943881,2185.684277,4.782877838,12.31685583,61.56423338,3.085607345,1.863430609,0.835257467,0,0.772166561,0.949307293
5516,2,1,0,0,4532,2949,0,581,1,0,0,0,7455,4989,0,984,1745,1151,0,249,44,34,0,5,1701,1117,0,244,1916,1407,1239,950,0,0,248,210,0.07520426,0.595415734,0.386811416,0.012997821,0.000155387,0.000764777,0.166882161,5,0.176172221,0.902548302,0.421423962,0.815952026,1.841472827,1.00E+05,0,66332,33668,5.409228782,0,0,6.72190738,4.417042835,17.21939456,0.764567692,0.335100721,0.07520426,0.07520426,0.027448184,0.027448184,19.95520325,2383.325612,6.439723496,9.916982832,39.96952851,4.615187565,1.69053051,0.595731555,0,0.635018232,0.956258319
5180,2,0,0,1,2003,797,0,350,3,0,0,0,9882,3950,0,1808,816,330,0,153,20,12,0,6,796,318,0,147,828,658,334,266,0,0,151,123,0.097407564,0.203349346,0.390271581,0.013622653,0.000500121,0.000688279,0.088541287,15,0.342958591,0.898149542,0.42093361,0.815365859,1.805326428,1.00E+05,0,41540,58460,4.319522044,0,0,9.183834979,4.059755591,28.78427012,0.455006746,0.583916631,0.097407564,0.097407564,0.030410931,0.030410931,19.99569498,1981.112864,6.106711161,10.17189471,55.92030651,3.552230892,1.394535169,0.94709174,0,0.687797023,0.946862299
2828,0,0,0,0,2312,1089,0,344,1,0,0,0,4548,2202,0,659,932,441,0,148,10,4,0,3,922,437,0,145,971,760,485,357,0,0,153,124,0.043822576,0.498243408,0.406460927,0.006403616,0.000276503,0.00107881,0.059530557,9,-0.807433195,0.900979362,0.420596285,0.818885704,2.056787432,1.00E+05,0,52419,47581,3.165038021,0,0,4.897115275,4.7025955,14.47077448,0.688417961,0.473562837,0.043822576,0.043822576,0.01444011,0.01444011,13.73414705,3037.622258,9.074328793,14.24747668,32.90392955,3.884652402,1.637371778,1.064781591,0,0.670486973,0.946791994
4900,1,0,0,0,1301,823,0,159,0,1,0,0,6472,4300,0,775,562,322,0,77,25,11,0,2,537,311,0,75,543,460,360,257,0,0,63,65,0.06388418,0.19591909,0.400102348,0.013434781,0.000361029,0.000779857,0.150195566,11,-0.630180682,0.902660134,0.420290424,0.816691647,2.182525487,1.00E+05,0,67488,32512,4.92929226,0,0,10.40525332,3.995559867,16.24418146,0.449784072,0.324968381,0.06388418,0.06388418,0.023325991,0.023325991,25.19963919,2807.584569,11.72862149,6.964132555,46.44000193,3.632268626,1.716568746,0.808884047,0,0.634870617,0.953114086
9106,6,2,0,0,2800,1465,0,385,3,0,0,1,9977,4978,0,1347,1101,590,0,153,30,14,0,4,1071,576,0,149,1179,896,601,477,0,0,150,124,0.099137415,0.285528113,0.391655833,0.012929476,0.000333175,0.000805603,0.184223601,2,0.767099947,0.894674121,0.420095387,0.817680654,1.411690189,1.00E+05,0,50412,49588,3.513969591,0,0,12.60923557,3.485945119,23.74330806,0.706617321,0.496859896,0.099137415,0.099137415,0.025587546,0.025587546,19.60481501,3007.216902,4.535940036,11.48257618,47.81550379,4.671031542,1.01284464,0.97115534,0,0.741898194,0.943723309
2698,1,0,0,0,2696,1718,0,344,1,0,0,0,10039,6281,0,1314,1116,737,0,148,31,26,0,9,1085,711,0,139,1115,925,721,584,0,0,137,124,0.100410073,0.267210471,0.40305918,0.013975984,0.000300141,0.000401879,0.07274579,6,-0.770198235,0.894162697,0.417739603,0.813251252,2.466797208,1.00E+05,0,64056,35944,5.812194606,0,0,5.175115942,5.76043588,23.63438919,0.671540772,0.360905938,0.100410073,0.100410073,0.038061705,0.038061705,21.74372321,2713.965012,4.993037885,7.411874073,44.8443761,3.448126795,1.732864347,1.022964213,0,0.620937383,0.955232638
1720,3,0,0,0,2504,1714,0,257,3,0,0,0,7970,5434,0,819,998,696,0,105,37,32,0,2,961,664,0,103,1039,831,700,566,0,0,121,94,0.081166052,0.314409944,0.396110387,0.012300603,0.000385131,0.001043865,0.055174218,4,-1.047804877,0.904076386,0.419594867,0.813386886,3.025010958,1.00E+05,0,68017,31983,2.650653406,0,0,4.798710531,4.609345584,15.57341394,0.661510518,0.316785368,0.081166052,0.081166052,0.026154823,0.026154823,17.75121187,3940.168802,5.128527489,10.26014949,40.22880643,4.283325725,2.032229461,0.795397125,0,0.677761553,0.955236609
3382,1,0,0,0,2807,1456,0,614,2,0,0,0,5709,2884,0,1239,1103,613,0,242,22,10,0,8,1081,603,0,234,1204,908,607,500,0,0,252,204,0.057927721,0.495555703,0.391553479,0.009964967,0.000317226,0.00074833,0.067131784,3,-0.687755731,0.911396326,0.422272631,0.821113082,2.628408205,1.00E+05,0,50407,49593,2.478840888,0,0,7.92528839,6.048526319,12.17978686,0.717838255,0.494384939,0.057927721,0.057927721,0.024150768,0.024150768,18.39051217,4125.371028,8.240111099,8.794443414,35.47706135,4.296642655,1.407405379,0.817415439,0,0.583087899,0.950109721
2290,1,1,0,0,1384,949,0,187,1,0,0,0,4715,3148,0,618,574,377,0,89,19,14,0,4,555,363,0,85,571,464,391,310,0,0,84,73,0.046756628,0.292500763,0.404375421,0.013215325,0.000357613,0.000668238,0.075216512,7,1.49310895,0.894068341,0.420560726,0.809364466,1.269742791,1.00E+05,0,69467,30533,2.577553443,0,0,7.185244081,10.20513756,12.31486652,0.497230851,0.30630268,0.046756628,0.046756628,0.019645047,0.019645047,16.88816172,2365.595001,7.638539662,11.06383801,30.05302828,5.606105596,1.50724945,1.044227377,0,0.57984465,0.94560606
2271,4,2,0,0,2416,1434,0,335,1,0,0,0,7123,4164,0,909,1002,599,0,132,42,21,0,3,960,578,0,129,1010,822,598,493,0,0,129,110,0.071385864,0.341228972,0.408554115,0.011993015,0.000374172,0.00169402,0.05330349,7,0.009413471,0.893458502,0.421302603,0.815201372,2.617009879,1.00E+05,0,57580,42420,8.537148484,0,0,7.103158683,7.795531468,14.72518765,0.412616175,0.425563249,0.071385864,0.071385864,0.021250526,0.021250526,20.27896077,3491.643582,5.716301665,10.51690136,65.59720349,3.302867598,1.399607821,1.079867624,0,0.702314643,0.949984132
5276,4,1,0,0,866,304,0,197,1,0,0,0,4472,1609,0,984,367,125,0,76,14,5,0,1,353,120,0,75,351,299,123,112,0,0,74,61,0.045125101,0.194757265,0.397479605,0.015372934,0.000440332,0.000677422,0.079797806,7,1.021655118,0.909757379,0.417886578,0.816709166,3.638971689,1.00E+05,0,34741,65259,4.821153186,0,0,4.634859073,4.093879686,19.37942636,0.542275923,0.653235146,0.045125101,0.045125101,0.015366812,0.015366812,19.95083808,2172.092734,7.343336586,12.90401906,54.10366619,3.475679091,1.458360353,1.222628034,0,0.659461997,0.947309548
3404,3,0,0,0,1826,1050,0,202,1,2,0,0,3815,2230,0,417,781,442,0,87,41,17,0,2,740,425,0,85,785,634,432,360,0,0,81,73,0.03765819,0.476068508,0.402444844,0.015875935,0.000281656,0.00082378,0.08251809,10,1.503664041,0.89720365,0.421371194,0.804675221,1.802346372,1.00E+05,0,59397,40603,6.947870512,0,0,7.240915491,5.95052807,10.60301524,0.671715209,0.407310418,0.03765819,0.03765819,0.01120868,0.01120868,33.89772944,2499.66111,6.375600864,8.779039353,45.43340786,3.83923513,2.004250774,0.890895013,0,0.70235743,0.953809635
2221,0,0,0,0,813,475,0,113,0,0,0,1,4906,2890,0,637,318,208,0,45,9,6,0,1,309,202,0,44,350,250,217,180,0,0,39,37,0.049463474,0.170023332,0.389637029,0.01370312,0.000314425,0.000711723,0.052374552,4,0.302147486,0.901063139,0.419648757,0.811392704,2.316997124,1.00E+05,0,57397,42603,3.827353591,0,0,6.150650074,6.571802824,15.23284396,0.505602825,0.425678846,0.049463474,0.049463474,0.015319237,0.015319237,18.84808726,4162.831244,5.624763106,8.294207559,57.64145061,4.316579502,1.531052897,0.965043899,0,0.69029194,0.953052207
1542,1,0,0,0,2223,745,0,497,0,0,0,0,5598,1828,0,1222,919,319,0,201,26,13,0,13,893,306,0,188,968,739,319,265,0,0,202,159,0.055686853,0.399574488,0.403838495,0.018089376,0.000414606,0.000682055,0.022324125,7,-1.852938161,0.892293642,0.420376824,0.814117443,3.534901516,1.00E+05,0,33953,66047,2.924926014,0,0,7.789323079,4.122109885,9.496239234,0.570126538,0.660085548,0.055686853,0.055686853,0.018773771,0.018773771,17.26032768,2376.313895,5.00477305,9.687295482,55.41554312,3.76775366,1.664081244,1.027056004,0,0.66286888,0.951175672
330,2,0,0,0,2420,1237,0,433,2,0,0,0,4704,2308,0,851,1001,541,0,186,28,15,0,7,973,526,0,179,1057,821,494,430,0,0,179,149,0.046961155,0.513298259,0.404926392,0.01410964,0.000251339,0.000510337,0.005992385,7,-1.306144513,0.903069547,0.420863916,0.808564808,1.22989995,1.00E+05,0,49204,50796,4.327066465,0,0,6.807484479,6.110533924,9.803414802,0.562681942,0.50788714,0.046961155,0.046961155,0.01695006,0.01695006,19.0475418,2774.416692,10.64658579,8.981917442,61.47504719,3.40014631,1.568720434,1.071683779,0,0.639062121,0.951335686
6075,1,0,0,0,873,474,0,102,0,0,0,0,4860,2436,0,578,351,219,0,45,9,5,0,1,342,214,0,44,374,283,178,175,0,0,47,30,0.049452258,0.181937978,0.412667101,0.011083934,0.000341852,0.001434175,0.120167364,8,0.416462997,0.900525493,0.421030787,0.815219357,1.65087661,1.00E+05,0,49558,50442,4.821636601,0,0,9.038675203,4.62574308,15.29679453,0.517350375,0.507343475,0.049452258,0.049452258,0.011217492,0.011217492,20.21083664,2893.238508,4.673375871,10.03053194,48.31325362,3.631186741,2.321983016,0.580795176,0,0.773165219,0.941857929
4707,4,2,0,0,2425,1409,0,299,1,1,0,0,6495,3697,0,829,975,568,0,117,30,15,0,3,945,553,0,114,1030,793,597,457,0,0,128,96,0.064568956,0.369886481,0.395200674,0.01098079,0.000568833,0.001133716,0.111368693,9,0.659085629,0.898404948,0.419623568,0.816207759,3.698155742,1.00E+05,0,57894,42106,4.629965413,0,0,3.399302987,4.890614556,24.38007672,0.574665359,0.419846163,0.064568956,0.064568956,0.019002156,0.019002156,18.41978203,1668.314238,8.201800887,8.781282839,26.34791026,3.773039379,1.141305564,0.980695011,0,0.705707552,0.94776389
12807,1,1,0,0,820,407,0,108,0,0,0,0,9272,5030,0,1187,350,166,0,49,12,6,0,1,338,160,0,48,350,284,160,135,0,0,47,42,0.090395966,0.084242709,0.408761371,0.014957572,0.000461043,0.000785757,0.288408149,4,-0.112116019,0.902187852,0.419113573,0.812985417,8.156959771,1.00E+05,0,55488,44512,4.163568934,0,0,4.800302631,6.362403057,9.366610417,0.581760862,0.444678791,0.090395966,0.090395966,0.026941347,0.026941347,21.83225637,2274.112861,8.852786327,8.98966829,38.99113394,7.154028407,1.729121462,1.034404353,0,0.701962955,0.94944216
7470,4,3,0,0,4403,2826,0,421,1,0,0,0,12426,8111,0,1229,1746,1168,0,171,58,48,0,8,1688,1120,0,163,1869,1441,1232,930,0,0,170,138,0.124697123,0.348478836,0.395170241,0.015494478,0.000334422,0.000703858,0.215908952,7,1.144952835,0.902560096,0.421291188,0.816616246,1.543128497,1.00E+05,0,65142,34858,3.827122902,0,0,6.713758493,7.245573735,12.95736589,0.410766565,0.349101737,0.124697123,0.124697123,0.036392787,0.036392787,16.10776738,1651.547866,6.040024841,10.32940066,54.940512,2.781469754,1.343990528,0.850529523,0,0.708150552,0.954780792
2507,1,3,0,0,1638,927,0,198,2,1,0,0,6944,3792,0,840,670,398,0,82,16,17,0,1,654,381,0,81,679,550,401,311,0,0,75,63,0.068300404,0.23005376,0.39923229,0.012562895,0.000652111,0.000617162,0.0585425,7,-0.431522341,0.895884433,0.417876618,0.812067038,3.987892971,1.00E+05,0,55610,44390,3.550737537,0,0,5.732546591,6.107621671,10.01391192,0.30059173,0.44337019,0.068300404,0.068300404,0.017388,0.017388,12.83043821,2388.79394,6.015021046,8.475962904,52.69526163,3.486455803,1.567223163,0.849814749,0,0.745418787,0.950689822
3770,5,3,0,0,2912,1996,0,312,1,0,0,0,8734,6088,0,981,1256,862,0,133,42,38,0,8,1214,824,0,125,1239,1008,820,712,0,0,134,106,0.087462601,0.3337196,0.405225274,0.01658366,0.000162369,0.001318329,0.121476241,6,1.34263919,0.899154546,0.421239831,0.811701835,1.20588815,1.00E+05,0,69191,30809,3.43414621,0,0,5.799981261,4.331702028,12.94093155,0.851191222,0.309247323,0.087462601,0.087462601,0.031792325,0.031792325,18.23576085,2541.46892,5.93215318,9.994342259,35.41869496,3.782522178,1.300756829,0.69449207,0,0.636503775,0.95025855
